ID 	 Date 	 Text 	 I-LOC 	 I-PER 	 I-MISC & IORG
gnd118554700_3416a7db-f20d-41a5-be4f-73b9d4455d44	1845-07-06	Meyerbeer besucht H. um 14.45 Uhr.	[]	[Meyerbeer]	[]
gnd118554700_9d36d6be-8f3a-4247-b472-2a36dcf5fc08	1845-07-15	Erneute Aufführung eines Stückes von Plautus durch Studenten unter Leitung von Karl Eduard Geppert und in Anwesenheit H.s.	[]	[Karl Eduard Geppert, Plautus]	[]
gnd118554700_bd016cd3-20cc-432f-8ee7-e51c984ba996	1845-07-24	H. zu Gast bei Amalie Beer in der Villa im Tiergarten.	[Tiergarten]	[Amalie Beer]	[]
gnd118554700_74beb880-aa84-446d-83fa-a10073137a3a	1845-07-24	In der Nacht zum 25.7. verlässt H. Berlin, um an der Enthüllung des Beethoven-Denkmals in Bonn teilzunehmen. Reiseroute: Hannover, Paderborn. H. wohnt in Horchheim (gegenüber Stolzenfels) bei Joseph Mendelssohn (B: bis 14.8.) und besucht den Fürsten Metternich im Schloss Johannisberg bei Rüdesheim. Am 4.8. besucht er seine Nichte Gabriele von Bülow und deren Ehemann Heinrich von Bülow in Frankfurt am Main. Rückreise nach Horchheim am 7.8. Am 10.8. fährt er nach Schloss Brühl.	[Berlin, Bonn, Frankfurt am Main, Hannover, Horchheim, Johannisberg, Paderborn, Rüdesheim, Schloss Johannisberg, Stolzenfels]	[Gabriele von Bülow, Heinrich von Bülow, Joseph Mendelssohn, Metternich, Schloss Brühl]	[H. Berlin]
gnd118554700_5dd3b538-3dea-4914-8fc7-f485c7147661	1845-08-12	H. nimmt an der Einweihung des Denkmals für Ludwig van Beethoven in Bonn in Anwesenheit von König FW. IV. der Königin Victoria von Großbritannien teil.	[Bonn]	[Königin Victoria, Ludwig van Beethoven, Victoria von Großbritannien]	[Königin Victoria]
gnd118554700_71144543-1214-42a5-929e-84f993f7e9d2	1845-08-21	Im Anschluss an die Hoffeste auf Schloss Brühl und Stolzenfels unternimmt H. bis etwa 23.8. eine "kleine geognostische Reise" zusammen mit Ehrenberg und dem Geologen Heinrich von Dechen in die vulkanischen Landschaften der Eifel. Auf der Rückreise besucht H. in Hannover Caroline Herschel und den Altertumsforscher Georg Friedrich Grotefend.	[Eifel, Hannover, Schloss Brühl, Stolzenfels]	[Caroline Herschel, Ehrenberg, Georg Friedrich Grotefend, Heinrich von Dechen]	[]
gnd118554700_3113394e-6ad8-443b-8e10-6b96755812ca	1845-08-28	H. trifft wieder in Berlin ein.	[Berlin]	[]	[]
gnd118554700_6689e9f9-25af-4966-b1e0-e6e5a200c62c	1845-09-17	H. erwähnt die Ankunft der Kaiserin von Rußland.	[]	[]	[]
gnd118554700_d975e273-8172-4942-a5e9-1bc418b99fdd	1845-10-23	Wilhelm Beer besucht H. in Potsdam.	[Potsdam]	[Wilhelm Beer]	[]
gnd118554700_1944abe4-2fbf-4e54-8184-94905e180647	1845-10-31	H. wird durch die Universität Tübingen zum Dr. phil. h.c. promoviert.	[Universität Tübingen]	[phil]	[]
gnd118554700_fc502638-9876-4b15-90ab-ddfdb0fd304a	1845-12-10	H. nimmt an der Sitzung des preußischen Staatsrates teil.	[]	[]	[preußischen Staatsrates]
gnd118554700_eb5a9af3-1864-438f-96c1-64c8e9be65e7	1846-01-23	H. besucht Meyerbeer.	[]	[Meyerbeer]	[]
gnd118554700_9e112442-a407-4473-8d9c-be8af53b9f0a	1846-02-09	H. nimmt an der Beisetzung Heinrich von Bülows (geb. 1791, gest. am 6.2.1846) im Schlosspark Tegel teil; anwesend ist der nachmalige deutsche Kaiser Wilhelm I.	[Schlosspark Tegel]	[Heinrich von Bülows]	[deutsche]
gnd118554700_a0b79423-e12a-49c0-ab05-9415a2fb080b	1846-02-24	H. übergibt König Friedrich Wilhelm IV. eine Zeichnung von Elisabeth Concordia Crola (1809-1878), Henriette Herz darstellend. Die Zeichnung hatte H. von Marianne Mendelssohn (1799-1880) erhalten.	[]	[Elisabeth Concordia Crola, Friedrich Wilhelm IV, Friedrich Wilhelm IV., Henriette Herz, Marianne Mendelssohn]	[]
gnd118554700_d3e5917a-d896-4a4a-a641-20b0803fec06	1846-02-28	H. besucht den Fürsten Hermann von Pückler-Muskau (1785-1871) im Schloss Branitz bei Cottbus.	[Cottbus, Schloss Branitz]	[Hermann von Pückler-Muskau, Pückler-Muskau]	[]
gnd118554700_f027053c-2942-4ac8-9db1-8c22245927db	1846-04-08	H. nimmt an der Sitzung des preußischen Staatsrates teil. Themen der Beratungen sind Justizangelegenheiten.	[]	[]	[preußischen Staatsrates]
gnd118554700_6cf24ec7-01fe-4538-9c30-eef7b6a6f6bb	1846-04-13	Der Schauspieler Ludwig (Louis) Schneider (1805-1878) liest dem König im Stadtschloss Potsdam seine Erzählung "Die Quitzows" in Anwesenheit H.s vor (2. Osterfeiertag).	[H.s, Potsdam, Stadtschloss Potsdam]	[Louis -RRB- Schneider, Ludwig, Ludwig -LRB- Louis -RRB- Schneider]	[]
gnd118554700_db425d30-de82-4fa4-9be6-148050d840c5	1846-05-04	Meyerbeer gibt ein Diner für Raoul Rochette; anwesend: Böckh, Toelken, Dieffenbach, Olfers, Joseph Mendelssohn, Martens, Graf Wielhorski, Marquis Lucchesini, Human, Chelard, H.	[Chelard, Dieffenbach]	[Dieffenbach, Graf Wielhorski, Joseph Mendelssohn, Marquis Lucchesini, Martens, Meyerbeer, Olfers, Raoul Rochette]	[]
gnd118554700_ee0ad7a2-fe5a-499c-9a1c-6b152f424e9f	1846-05-11	H., Rauch und Raoul Rochette besuchen Tegel.	[Tegel]	[Raoul Rochette]	[]
gnd118554700_c60a6ca4-7f1f-4001-830c-1b09d7d3bd8f	1846-05-13	Meyerbeer sucht H. in Potsdam auf.	[Potsdam]	[Meyerbeer]	[]
gnd118554700_238ea7e2-b1df-40ad-a401-83b7ad8ba83c	1846-05-23	Erneute Aufführung eines Stückes von Plautus durch Studenten unter Leitung von Geppert, wiederum wohl in Anwesenheit H.s.	[]	[Geppert, Plautus]	[]
gnd118554700_3682e66a-ac21-4d5b-b26c-3dd1b2fcc0cc	1846-06-06	Meyerbeer besucht H.; abends liest H. bei Ludwig Tieck (1773-1853) aus dem noch ungedruckten 2. Teil des "Kosmos"; anwesend sind Meyerbeer und Wilhelm Beer.	[]	[Ludwig Tieck, Meyerbeer, Wilhelm Beer]	[]
gnd118554700_c762b145-d9bf-4398-94bd-333563a511cd	1846-06-14	H. ist Gast der Feier zur Silberhochzeit von Alexander Mendelssohn (1798-1871) und Marianne, geb. Seeligmann (1799-1880) in Charlottenburg (Beleg: H. an Ludwig von Massow, Potsdam, 14.6.1846).	[Charlottenburg, Potsdam]	[Alexander Mendelssohn, Ludwig von Massow, Marianne]	[]
gnd118554700_2ec47a55-5f6d-4a82-a7e5-15e971e0f15c	1846-07-01	H. reist nach Putbus.	[Putbus]	[]	[]
gnd118554700_be5c76a1-1b2b-4a73-bad6-eba5b33cad2e	1846-07-02	H. befindet sich mit Friedrich Wilhelm IV. auf Rügen. Rückkehr am 5.7., sehr erkältet. Erst Anfang August ist H. wiederhergestellt. Er nennt als periodisch, ohne äußere Veranlassung oft wiederkehrendes Leiden: "Kleines Schnupfenfieber mit Magenübel verwebt" (Beleg: H. an Johann Franz Encke, 2.8.1846).	[Leiden, Rügen]	[Friedrich Wilhelm IV, Friedrich Wilhelm IV., Johann Franz Encke, Magenübel]	[]
gnd118554700_b0edd93e-c3eb-4d84-8407-39fcd88bcb86	1846-07-09	Meyerbeer sucht H. in Potsdam auf.	[Potsdam]	[Meyerbeer]	[]
gnd118554700_b01444e1-d494-478e-9d8b-d85925b1dc28	1846-07-30	H. trifft Rauch im Hause von Amalie Beer beim Mittagessen.	[]	[Amalie Beer]	[]
gnd118554700_9fc614bb-9b69-4aad-bd18-ecd8d234e217	1846-09-06	Rauch soll mit Karl von Steuben und dessen Frau an diesem Sonntag einige Stunden am Nachmittag nach Tegel fahren. H. muss am Abend nach Potsdam zurück.	[Potsdam, Tegel]	[Karl von Steuben]	[]
gnd118554700_6441326d-52ab-4244-b032-2730ec8112b8	1846-09-07	H. mit Rauch in Görlsdorf bei Angermünde zu Besuch bei Graf von Redern; auch die Majestäten.	[]	[Graf von Redern]	[]
gnd118554700_b5ec33cb-700e-4cd3-bba9-d46820f5bf8a	1846-09-09	H. muss schwedische Prinzen nach Potsdam begleiten und daher ein vereinbartes Treffen mit dem engl. Musiker Henry Hugh Pierson (1815-1873) auf den 11.9. verschieben.	[Potsdam]	[Henry Hugh Pierson]	[]
gnd118554700_ff656e80-bc0e-4a7d-b80c-ce0f1bb35007	1846-09-15	Meyerbeer sucht H. in Potsdam auf.	[Potsdam]	[Meyerbeer]	[]
gnd118554700_ce9edd6a-3020-4df9-be1b-440c7d1edb3a	1846-09-19	H. nimmt in Berlin an der Aufführung des Schauspiels "Struensee" von Michael Beer (Musik von Meyerbeer) teil.	[Berlin]	[Meyerbeer, Michael Beer, Struensee]	[]
gnd118554700_d65c87e4-ca4c-4dd8-8866-b3c3f0c85a9d	1846-09-24	Diner bei Amalie Beer. Anwesend: Pauline Viardot, H., Meyerbeer.	[]	[Amalie Beer, Meyerbeer, Pauline Viardot]	[]
gnd118554700_c109a386-fe81-409b-b48b-35dc5b6bf102	1846-09-28	Meyerbeer besucht H., er bringt ihm als Geburtstagsgeschenk einen "Briefdrücker" mit.	[]	[Meyerbeer]	[]
gnd118554700_187b6a3b-bf31-491c-b144-793ecf79d28c	1846-09-29	H. reist am 29. oder 30.9. über Bunzlau (Übernachtung) nach Erdmannsdorf ab, wo er sich bis zum 13.10. im Gefolge des Königs aufhält (B: 4.10.). Rückreise über Bunzlau, Sorau, Sagan nach Sanssouci. Dort trifft H. am 14.10. abends ein.Reisedaten Friedrich Wilhelm IV.: 16.9. Abreise von Berlin bis Bunzlau, weiter über Löwenberg, Spiller, Hirschberg, 17.-19.9. Erdmannsdorf, 20.6. von Erdmannsdorf über Schweidnitz, Ohlau, Frankenstein, Camenz, Patschkau bis Neisse, 21.9. von Neisse nach Oppeln, 22.9. von Oppeln bis Breslau, weiter über Nimkau, Wohlau bis Herrnstadt, 23.24.9. Herrnstadt, 25.9. von Herrnstadt über Trachtenberg und Trebnitz nach Breslau, 26.9. Breslau, 27.9. von Breslau über Domslau bis Groß Tinz, 28.-29.9. Groß Tinz, 30.9. von Groß Tinz nach Oberschlesien.	[Berlin, Breslau, Bunzlau, Erdmannsdorf, Frankenstein, Hirschberg, Löwenberg, Neisse, Nimkau, Oberschlesien, Ohlau, Oppeln, Sanssouci, Schweidnitz]	[Frankenstein, Friedrich Wilhelm IV., Sagan, Schweidnitz, Spiller, Trachtenberg]	[]
gnd118554700_286a5d10-5ad8-409a-9ac9-90e940645f9e	1846-10-01	Nach seiner eigenen Aufstellung hat H. an diesem Tag 5.888 Taler Schulden. Er hat sein gesamtes ererbtes Vermögen (rd. 100.000 Taler) für seine Reisen und wissenschaftlichen Arbeiten sowie für Unterstützungen verbraucht und sieht sich im Alter von 77 Jahren gezwungen, einen Kredit bei der "Preußischen Seehandlung" (Staatsbank) aufzunehmen und ihn aus den Einnahmen aus literarischer Tätigkeit abzuzahlen. Seine staatlichen Bezüge (5.000 Taler im Jahr) reichen nicht aus, um die laufenden Ausgaben zu bestreiten.	[]	[]	[Staatsbank]
gnd118554700_12e9f0f9-7df5-45b8-bbdd-b138097b61e4	1846-10-07	H. besteigt in Begleitung von König Friedrich Wilhelms IV. die Schneekoppe; anwesend: Fürstbischof Melchior von Diepenbrock.	[Schneekoppe]	[Friedrich Wilhelms, Friedrich Wilhelms IV, Friedrich Wilhelms IV., Fürstbischof Melchior von Diepenbrock]	[]
gnd118554700_d404ba24-3c8c-435c-97fe-a80d324ff789	1846-10-15	H. in Paretz.	[Paretz]	[]	[]
gnd118554700_c29db1ed-deab-4ef3-baa3-aa08e32f52a3	1846-11-09	Christian Daniel Rauch: "zur Mittagstafel bei I. M. der Königin [Elisabeth von Preußen] zu Sans Souci. Abends las H. aus dem V. Bande gesammelter Schriften seines Bruders dessen Ansicht über Musik." Der König ist zu dieser Zeit zur Jagd in Letzlingen.	[I. M., Letzlingen, Preußen]	[Christian Daniel Rauch, Elisabeth, Sans Souci]	[]
gnd118554700_217fef68-59d2-4096-a8d4-54f068aec599	1846-11-25	Meyerbeer besucht H.	[]	[Meyerbeer]	[]
gnd118554700_4242b741-7489-4901-8876-539c4ed124df	1846-12-05	Diner bei König Friedrich Wilhelm IV. in Anwesenheit von H., Friedrich Karl von Savigny und Ernst Ludwig von Gerlach.	[]	[Ernst Ludwig, Ernst Ludwig von Gerlach, Friedrich Karl von Savigny, Friedrich Wilhelm IV, Friedrich Wilhelm IV., H.]	[]
gnd118554700_174dcda9-5d17-40a6-8253-cc697e4fc9e2	1846-12-06	H. kündigt für diesen Tag seine Anwesenheit in Charlottenburg an.	[Charlottenburg]	[]	[]
gnd118554700_fb39baa3-07bc-48a6-9be9-ccef3d8cfb82	1846-12-09	H. nimmt an der Sitzung des preußischen Staatsrates teil. Thema der Beratung istdie Beglaubigung von Geburten, Heiraten und Sterbefällen bei bloß geduldeten Religionsgesellschaften. Dies ist die letzte protollarisch belegte Teilnahme Hs. an Sitzungen des Staatsrates.	[]	[]	[preußischen Staatsrates]
gnd118554700_c660b4e5-29c7-428a-b213-1d7fda38d6c9	1846-12-15	H. nimmt an einer Abendgesellschaft im Hause des Ägyptologen Richard Lepsius (1810-1884) teil; H. ist Tischherr der Frau des Hauses.	[]	[Richard Lepsius]	[]
gnd118554700_f97b8a59-fbe6-45c2-9516-a420d5e661e7	1847-01-17	H. beim Joseph Mendelssohn zum Diner; Zusammentreffen mit Kurd von Schlözer.	[]	[Joseph Mendelssohn]	[]
gnd118554700_cd043f2e-f803-4873-9d81-302f56b6df81	1847-01-18	H. wir Ritter des Schwarzen-Adler-Ordens; dies ist höchste preußische Auszeichnung (Brief von König FW. IV. an Humboldt, Berlin, 18.1.1847 ).	[Berlin]	[König]	[]
gnd118554700_190a5d34-38cd-4e50-b84f-5e39ab37daaf	1847-04-08	Meyerbeer besucht H.	[]	[Meyerbeer]	[]
gnd118554700_1cdea6c0-c90f-4564-bd72-e31424ae304f	1847-05-20	H. wegen eines "Blutgeschwürs", das erste "seit Sibirien", 14 Tage bettlägerig (Brief an Galle u.a.).	[Sibirien]	[]	[]
gnd118554700_8d5603da-8bc4-437f-8202-07ea6e36532c	1847-05-25	Meyerbeer besucht H.	[]	[Meyerbeer]	[]
gnd118554700_a348ddcf-4cfd-4407-a7fe-b1a08517db31	1847-05-26	Meyerbeer besucht H. in Potsdam.	[Potsdam]	[Meyerbeer]	[]
gnd118554700_54c9045d-9a9b-41ca-a582-a8434101cd1e	1847-05-30	Domingo Faustino Sarmiento reist mit der Bahn nach Potsdam, um H. zu besuchen. Er zahlt am 31.5. in Berlin 60 Taler für ein Bildnis H.s.	[Berlin, Potsdam]	[Domingo Faustino Sarmiento, Faustino Sarmiento]	[]
gnd118554700_efa6273e-4b51-422f-8160-b13f4893e8cf	1847-06-06	Meyerbeer sucht H. in Potsdam auf. H. soll dem König mehrere Wünsche von Hector Berlioz vortragen.	[Potsdam]	[Hector Berlioz, Meyerbeer]	[]
gnd118554700_b7f881d5-a146-42e4-a1a9-c206b7273630	1847-06-15	Der Maler Wilhelm von Kaulbach (1805-1874) um 3 Uhr in Sanssouci zur königlichen Tafel, sitzt zwischen H. und Olfers. H. zeigt ihm nach der Tafel Sanssouci.	[Sanssouci]	[Kaulbach, Olfers, Wilhelm von Kaulbach]	[Tafel Sanssouci]
gnd118554700_84f862b4-7b46-496f-8bbe-2e48413491dc	1847-06-27	Meyerbeer und Hector Berlioz besuchen H.	[]	[Hector Berlioz, Meyerbeer]	[]
gnd118554700_0f8950e1-ade1-4ee4-8c7a-a9465c3e7b59	1847-07-02	Der nordamerikanische Forschungsreisende John Loyd Stephens (1805-1852) besucht H. in Potsdam.	[Potsdam]	[John Loyd Stephens]	[nordamerikanische]
gnd118554700_80835618-e937-42ec-ac7c-b28c11ea25fe	1847-07	Besuch des Botanikers Charles Grenier bei H.	[]	[Charles Grenier]	[]
gnd118554700_75fe9258-225b-4980-8230-46434bf1b084	1847-09-02	H. hört mit Christian Daniel Rauch bei F. W. Graf von Redern in Görlsdorf bei Angermünde die Sängerin Henriette Sontag.	[Görlsdorf]	[Christian Daniel Rauch, F. W. Graf von Redern, Henriette Sontag]	[]
gnd118554700_dfc024fa-8194-4e05-8140-e8ea82e1434d	1847-09-10	Der englische Astronom George Biddell Airy (1801-1892) besucht H. in Potsdam.	[Potsdam]	[George Biddell Airy]	[englische]
gnd118554700_882211fb-36e5-4b32-904a-bf14a2a35e1d	1847-09-14	H. verbringt seinen Geburtstag in Tegel bei Gabriele von Bülow. Prinzessin Augusta von Preußen ist anwesend. Meyerbeer besucht H. zu seinem Geburtstag. Tagebucheintragung: "H., den ich wie ein höheres Wesen bewundere, wie einen Vater verehre und liebe. Ich [...] verehre ihm einen Baumkuchen (den er gern ißt) mit einem Blumenkranz".	[Preußen, Tegel]	[Augusta, Gabriele von Bülow, Meyerbeer]	[]
gnd118554700_0a35339d-5ce1-400b-b0f1-24920c12984b	1847-09-17	Der Dichter Bernhard von Lepel (1818-1885), Freund Theodor Fontanes, besucht H., um ihm die Ode "An Humboldt" vorzulesen. H. seinerseits liest aus "Kosmos", Bd. 2. (vgl. Brief von Lepel an Fontane, Berlin, 18.9.1847 in: Theodor Fontane und Bernhard von Lepel. Der Briefwechsel. Kritische Ausgabe, Bd. 1, hrsg. v. Gabriele Radecke. Berlin, New York 2006, S. 64-66, Text der Ode und Kommentar: Bd. 2, S. 937-944).	[Berlin, New York]	[Bernhard von Lepel, Fontane, Gabriele Radecke, Theodor Fontane, Theodor Fontanes]	[]
gnd118554700_51e6e8f2-0594-466d-b789-d7517f78397f	1847-09-21	Auf Hs. Empfehlung liest B. v. Lepel dem Dichter Ludwig Tieck die Ode "An Humboldt" in Potsdam vor (vgl. Brief von Lepel an Fontane, 21./23.9.1847 in: Fontane-Lepel, Briefwechsel, a.a.O., Bd. 1, S. 66-67).	[An Humboldt, Potsdam]	[Fontane, Ludwig Tieck]	[]
gnd118554700_4f9e0611-9ebd-447a-be8b-7d2b19e1381b	1847-09-22	H. gibt bekannt, dass der Druck von Bd. 2 des "Kosmos" beendet sei.	[]	[]	[]
gnd118554700_3cf8c95a-f676-4c11-b578-25681d942e8b	1847-09-25	Meyerbeer lädt Franz Grillparzer für den 26.9., 4 Uhr zum Essen bei Amalie Beer ein, H. ist anwesend.	[]	[Amalie Beer, Franz Grillparzer, Meyerbeer]	[]
gnd118554700_630d1b53-28f4-4939-8451-5cf46cf0f3ea	1847-10-04	H. reist zum achten und letzten Mal seit seiner Übersiedlung von Paris nach Berlin in die französische Hauptstadt (zum vierten Mal unter Friedrich Wilhelm IV.). Reiseroute: Hannover, Bielefeld, Köln, Horchheim (am 7.10., abends bei Joseph Mendelssohn eingetroffen; er bleibt dort bis zum 10.10. und trifft am 9.10. mit Georg von Cotta zusammen), mit dem Dampfboot nach Bonn (10.10.; Besuch der Sternwarte und beim Universitätskurator August von Bethmann-Hollweg), Köln (10.10., abends), mit der Eisenbahn nach Aachen (11.10.). Am 12.10., 9 Uhr, mit der Eisenbahn in rund 18 Stunden (mit 2 Stunden Aufenthalt in Brüssel) nach Paris. H. bleibt dort vom 13.10. früh bis zum 12.1. 1848. Er wohnt: Hôtel de Londres, Rue des Petits Augustins n. 3.	[Aachen, Berlin, Bethmann-Hollweg, Bielefeld, Bonn, Brüssel, Hannover, Horchheim, Köln, Paris]	[Cotta, Friedrich Wilhelm IV, Friedrich Wilhelm IV., Georg von Cotta, Joseph Mendelssohn, Petits Augustins]	[französische]
gnd118554700_10ef20b2-b508-401e-81c5-9a598d8aa462	1847-11-10	Beim Eintreffen von Bd. 2 des "Kosmos" in Leipzig erfolgt ein Ansturm auf den dortigen Kommissionär des Verlages Cotta.	[Leipzig]	[Cotta]	[Cotta]
gnd118554700_315b7820-fe2f-4a41-8c40-8144ea619837	1847-11-14	Meyerbeer besucht H. in Paris.	[Paris]	[Meyerbeer]	[]
gnd118554700_0384f9ee-3c45-4a59-893c-baf81b75ac58	1847-11-22	H. unternimmt einen Ausflug zum Schloss Dampierre bei Versailles, wo er Honoré d'Albert Duc de Luynes besucht.	[Schloss Dampierre, Versailles]	[d'Albert]	[Honoré d'Albert Duc]
gnd118554700_c5dafab1-7af3-4448-8274-4dfcce30bf22	1847-11-24	Meyerbeer besucht H. in Paris. Am Tage zuvor hatte er auf Veranlassung H.s die Herzogin von Orléans besucht.	[H.s, Orléans, Paris]	[Meyerbeer]	[]
gnd118554700_caee2f0e-d896-48d7-b915-32d13fa596f7	1847-11-26	H. stellt Meyerbeer dem preußischen Gesandten in Paris, Baron von Arnim, vor.	[Arnim, Paris]	[Baron von Arnim, Meyerbeer]	[]
gnd118554700_103e730b-029c-4edc-b8db-55602c40fce3	1847-11-28	Meyerbeer zum Diner bei dem Bankier August Leo. H. ist anwesend.	[]	[Leo, Meyerbeer]	[]
gnd118554700_dcd78a82-a9f4-4382-b98c-8c775498a2ae	1847-11-30	Der 2. Bd. des "Kosmos" erscheint.	[]	[]	[]
gnd118554700_a19fef69-6f28-4da1-803b-1872541b09d9	1847-12-07	Diner beim preußischen Gesandten in Paris; anwesend: H., Meyerbeer.	[Paris]	[Meyerbeer]	[]
gnd118554700_06e028cc-8679-4ff1-acb6-e785e274deaa	1847-12-10	H. besucht Meyerbeer in Paris.	[Paris]	[Meyerbeer]	[]
gnd118554700_cebc6305-14cf-405d-b918-fce70395c729	1848-01-07	H. signiert die Porträtzeichnung (Halbfigur, sitzend), zu der er Rudolf Lehmann in Paris gesessen hat.	[Paris]	[Rudolf Lehmann]	[]
gnd118554700_1f3d6307-127e-47c2-9c02-0751f6844dc0	1848-01-12	H. reist von Paris nach Berlin zurück. Übernachtungsorte: Brüssel, Deutz bei Köln (14.1.), Hannover.	[Berlin, Brüssel, Deutz, Hannover, Köln, Paris]	[]	[Deutz]
gnd118554700_e2b9870f-f8ad-41d2-a126-ad584e0a3ec2	1848-01-16	H. trifft in Berlin ein.	[Berlin]	[]	[]
gnd118554700_d344ae33-6dd9-4829-85ab-e6257a09e72d	1848-01-18	H. nimmt an einem Kapitel des Schwarzen Adler-Ordens im Berliner Schloss teil.	[Berliner Schloss]	[]	[Berliner]
gnd118554700_f8e0d316-7a17-4e56-b58f-a254db440dca	1848-01-26	H. wird auf der Gesamtsitzung der Kaiserlichen Akademie der Wissenschaften zu Wien zum Ausländischen Ehrenmitglied gewählt (Bestätigung am 1.2.1848).	[Wien]	[]	[]
gnd118554700_08086582-4a0b-42b1-becf-05cb2507907c	1848-02-20	H. an Grippe erkrankt und bettlägerig.	[]	[]	[]
gnd118554700_54d7066d-e517-473d-94b4-ccea295b04c1	1848-03-18	H. begibt sich früh in das Berliner Schloss, um während der Revolutionsereignisse vermittelnd auf König Friedrich Wilhelm IV. einzuwirken.	[]	[Friedrich Wilhelm IV, Friedrich Wilhelm IV.]	[Berliner, Berliner Schloss]
gnd118554700_f8c21295-f1a5-4a33-a447-b8a2286c73af	1848-03-22	Beisetzung der Märzgefallenen im Berliner Friedrichshain; H. geht im Trauerzug. H. gehört bis 1850 dem "freien Handwerkerverein" an.	[Berliner Friedrichshain]	[]	[]
gnd118554700_29c665cc-9175-40db-b837-3c74980a7c48	1848-05-21	Meyerbeer besucht H. in Potsdam.	[Potsdam]	[Meyerbeer]	[]
gnd118554700_f97aa852-7c1b-42fc-a1ab-013e19ddf689	1848-07-31	H. leidet an "Wechselfieber mit gastrischen Komplikationen", die ihn im Potsdamer Schlosse "sehr isolirt" halten. (B: Brief an Christian Carl Josias Bunsen vom 29.7.1848)	[Potsdamer Schlosse]	[Christian Carl Josias Bunsen]	[]
gnd118554700_0fd12649-5da9-406c-b30d-a8bde0fa29ef	1848-08-04	H. informiert Alexander Mendelssohn über seine Einkünfte seit 1804. Der Tag zuvor war "der letzte kritische Tag, der 21. ganz ohne Fieber."	[]	[Alexander Mendelssohn]	[]
gnd118554700_88620ed2-d781-4d8b-9d5a-cdfada8d283b	1848-08-11	H. besucht den Maler Wilhelm von Kaulbach in dessen Atelier in Berlin.	[Berlin]	[Kaulbach, Wilhelm von Kaulbach]	[]
gnd118554700_32f68b26-b7ba-45fc-8e1b-14dc66003f7f	1848-08-12	H. reist mit Friedrich Wilhelm IV. nach Köln. Reiseroute. Magdeburg (Übernachtung), Minden (Übernachtung).	[Köln, Magdeburg, Minden]	[Friedrich Wilhelm IV, Friedrich Wilhelm IV.]	[]
gnd118554700_89ac145a-df5b-480e-9b44-83da3f10e669	1848-08-14	H. trifft in Köln ein. Am folgenden Tage finden dort die Domfeier und ein Diner auf Schloss Brühl statt. H. bleibt noch einige Tage in Horchheim (B: 21.8. Ehrenbreitstein) und reist über Hannover (Übernachtung) zurück.	[Ehrenbreitstein, Hannover, Horchheim, Köln, Schloss Brühl]	[]	[]
gnd118554700_5e2629d9-1bef-48bf-a810-7f0ba7ba0810	1848-08-24	H. trifft in Potsdam ein.	[Potsdam]	[]	[]
gnd118554700_0e3f68ca-b374-4875-9441-ac187d5cea19	1848-08-28	H. wird durch die Universität Prag zum Dr. phil. h.c. und zum Dr. med. h.c. promoviert.	[Prag, Universität Prag]	[phil]	[]
gnd118554700_9469ee43-8606-44a0-88e7-ce64eedf3da7	1848-08-31	H. geht es gesundheitliche wieder besser (Beleg: Jacob Grimm an H., 31.8.1848).	[]	[Jacob Grimm]	[]
gnd118554700_df31cca6-92be-46f1-91cf-d02ed3166537	1848-09-04	Erster Besuch von Friedrich Althaus bei H. in Potsdam, Stadtschloss.	[Potsdam]	[Friedrich Althaus, H.]	[]
gnd118554700_dade09d9-f99b-4630-bd1b-3a207b6079e4	1848-10-11	H. trägt am Hofe in Sanssouci eine aus alten Quellen zusammengestellte Beschreibung Babylons vor.	[Babylons, Sanssouci]	[]	[]
gnd118554700_b4c711a3-558c-47dd-8569-282f3c1647c9	1848-10	H. verfasst eine Einführung zu dem Bericht des Prinzen Adalbert von Preußen über seine Reisen in Südeuropa und Brasilien.	[Brasilien, Preußen, Südeuropa]	[Adalbert von Preußen]	[]
gnd118554700_1016dc25-630a-4dde-88e5-8fb63c411d45	1848-11-03	Richard Lepsius ist am Abend mit H. bei Friedrich Wilhelm IV. in Sanssouci, um über die Finanzierung des ägyptischen Werkes zu verhandeln.	[Sanssouci]	[Friedrich Wilhelm IV, Friedrich Wilhelm IV., Richard Lepsius]	[]
gnd118554700_81ba1512-cc13-4b9f-ba9c-544324281873	1848-11	Wilhelm Beer sucht H. mehrmals in Potsdam wegen einer Kantate auf, die Meyerbeer zur Silberhochzeit von König Friedrich Wilhelm IV. komponiert.	[Potsdam]	[Friedrich Wilhelm IV, Friedrich Wilhelm IV., Meyerbeer, Wilhelm Beer]	[]
gnd118554700_63323a7f-8003-4e3f-ade6-d2b7fb3f273d	1848-12-09	Meyerbeer besucht H.	[]	[Meyerbeer]	[]
gnd118554700_18d4a0ee-29aa-4ceb-a9dd-c899c53ea40d	1848-12-25	H. im Stadtschloss Potsdam.	[Potsdam]	[]	[]
gnd118554700_d358bfc0-bd43-4c2e-bc4b-5155c02d75d8	1849-01-17	H. nimmt an einem "kleinen" Kapitel des Schwarzen Adler-Ordens im Schloss zu Berlin teil.	[Berlin]	[]	[Schwarzen Adler-Ordens]
