H0013797	1838-03	Wilhelm Weber auf der Reise nach London in Berlin. H. lädt Weber und Poggendorff zu einem Mittwoch um 10 Uhr zum Frühstück ein.	{H0005221=Berlin|H0005221, H0011492=London|H0011492}	{H0002047=Poggendorff|H0002047|https://upload.wikimedia.org/wikipedia/commons/6/69/Johann_Christian_Poggendorff.jpg, H0006276=Wilhelm Weber|H0006276|https://upload.wikimedia.org/wikipedia/commons/5/55/Wilhelm_Eduard_Weber_II.jpg}	[]
H0001189	1831-02-28	H. legt in der Pariser Akademie Proben von Vanadium vor.	{}	{}	[]
H0001190	1831-03-05	H. lädt K. B. Hase ein, mit ihm und Valenciennes um 18.00 Uhr oder 18.15 Uhr im Caffé de Foy zu essen.	{}	{H0002750=Achille Valenciennes|H0002750|https://upload.wikimedia.org/wikipedia/commons/e/ef/Achille_Valenciennes01.jpg, H0011682=K. B. Hase|H0011682|https://upload.wikimedia.org/wikipedia/commons/1/1a/Karl_Benedikt_Hase_%28IZ_43-1864_S_272%29.jpg}	[]
H0001191	1831-03-21	H. legt im „Institut“ seine „carte hypsométrique de la Cordillère des Andes“ vor.	{}	{}	[]
H0001192	1831-04-21	Santander besucht H.	{}	{}	[]
H0001193	1831-05-23	H. liest im „Institut“ über die „causes physiques des inflexions des lignes isothermes“.	{}	{}	[]
H0001194	1831-07-18	H. liest im „Institut“ „considérations sur le climat de l'Asie et sur la température du sol dans ses rapports avec la conservation des parties molles des animaux antédiluviens“.	{}	{}	[]
H0001195	1831-09-13	Johannes Müller und Jacob Henle zeigen in einem Pariser Gasthaus H. und seinen Begleitern Experimente mit Fröschen zum Nachweis des Bellschen Satzes.	{}	{H0011787=Jacob Henle|H0011787|https://upload.wikimedia.org/wikipedia/commons/d/d1/Jakob_henle.jpg, H0014420=Johannes Müller|H0014420|https://upload.wikimedia.org/wikipedia/commons/f/f0/Johannes_Peter_M%C3%BCller.jpg}	[]
H0001196	1831-10	H. trifft mit dem Wirtschaftredakteur und Historiker Carl Christian Becher (1770–1836) zusammen und übergibt ihm Empfehlungbriefe für dessen Reise nach Mexiko (1832–1833).	{}	{}	[]
H0001197	1831-12	Diner bei Meyerbeer in Paris. Gäste: Ludwig Börne, Heinrich Heine, H.	{H0008129=Paris|H0008129}	{H0003498=Ludwig Börne|H0003498|https://upload.wikimedia.org/wikipedia/commons/7/77/B%C3%B6rne%2C_Ludwig.jpg, H0011741=Heinrich Heine|H0011741|https://upload.wikimedia.org/wikipedia/commons/b/b6/Heinrich_Heine.PNG, H0014192=Meyerbeer|H0014192|https://upload.wikimedia.org/wikipedia/commons/3/3e/Meyerbeer_d%27apr%C3%A8s_P._Petit_b_1865.jpg}	[]
H0001198	1831	H. schlägt „eine verbindliche Einladung“ des Zaren Nikolaus I. zu einer zweiten russischen Reise „schon 1831“ aus.	{}	{H0001165=Zar Nikolaus I. von Russland|H0001165|https://upload.wikimedia.org/wikipedia/commons/c/cc/Franz_Kr%C3%BCger_-_Portrait_of_Emperor_Nicholas_I_-_WGA12289.jpg}	[]
H0014563	1821-02	H. noch bei der Vorbereitung der asiatischen Reise, die aber aus bisher noch nicht restlos geklärten Ursachen nicht zustande kommt; die East India Company erteilt keine Reisegenehmigung.	{}	{}	[]
H0014564	1821-02-01	H. trifft General Maximilen Sébastien Foy (1775–1825), Arago u.a. im Hause des Fabrikanten Guillaume Louis Baron Ternaux (1763–1833).	{}	{H0012670=Arago|H0012670|https://upload.wikimedia.org/wikipedia/commons/6/69/Fran%C3%A7ois_Arago.jpg}	[]
H0014565	1821-02-12	H. legt im „Institut“ eine Karte der Insel Kuba vor, die u.a. auch auf seinen geographischen Ortsbestimmungen beruht.	{H0000494=Kuba|H0000494}	{}	[]
H0014566	1821-02-19	H. gibt im „Institut“ bekannt: „Nouvelles recherches sur les lois que l'on observe dans la distribution des formes végétales“.	{}	{}	[]
H0014567	1821-04-09	H. macht im „Institut“ „quelques remarques sur les cartes géographiques des pays qu'il a décrits dans le Tome II de son Voyage, et sur les positions des lieux qu'il a déterminés astronomiquement“.	{}	{}	[]
H0014568	1821-05-28	H. trifft mit dem nordamerikanischen Historiker, Diplomaten und Politiker George Bancroft (1800–1891) im Hause des französischen Schriftstellers und Kammerdeputierten Henri Benjamin Constant de Rebeque (1767–1830) zusammen.	{}	{H0003060=George Bancroft|H0003060|https://upload.wikimedia.org/wikipedia/commons/8/8d/George_Bancroft_by_Plumbe%2C_1846.jpg}	[]
H0015076	1777	Gottlob Johann Christian Kunth übernimmt die Erziehung der Brüder Wilhelm und Alexander. Neben Kunth erteilen auch andere Berliner Gelehrte Unterricht.	{}	{H0012068=Bruder|H0012068|https://upload.wikimedia.org/wikipedia/commons/a/af/WilhelmvonHumboldt.jpg}	[]
H0015077	1777-09-25	Tod des Mathematikers und Philosophen Johann Heinrich Lambert; H. wird zur Aufbahrungsstätte geführt, um ihn „pedantisch an den Anblik von Leichen zu gewöhnen“ (Brief an Emil du Bois-Reymond, 4.9.1851, Humboldt 1997).	{}	{H0004279=Johann Heinrich Lambert|H0004279|https://upload.wikimedia.org/wikipedia/commons/9/9b/JHLambert.jpg}	[]
H0014472	1815-01-26	H. trifft in Paris mit John Quincy Adams (1767–1848), dem zukünftigen 6. Präsidenten der USA (1825–1829), zusammen.	{H0008129=Paris|H0008129, H0009136=USA|H0009136}	{H0012504=John Quincy Adams|H0012504|https://upload.wikimedia.org/wikipedia/commons/2/25/John_Quincy_Adams_by_GPA_Healy%2C_1858.jpg}	[]
H0014473	1815-07-07	Die Verbündeten Truppen ziehen zum zweiten Male in Paris ein; H. verwendet sich wiederum erfolgreich bei der preußischen Kommandantur, um das „Muséum d'Histoire Naturelle“ vor Einquartierung zu schützen. Er muss sich in der Folgezeit auf Bitten der französischen Gelehrten noch mehrfach einschalten, um Übergriffe von Soldaten oder Konfiskationen zu verhindern. H. trifft wieder seinen Bruder Wilhelm, der bis Ende November in Paris bleibt.	{H0008129=Paris|H0008129}	{H0012068=Bruder|H0012068|https://upload.wikimedia.org/wikipedia/commons/a/af/WilhelmvonHumboldt.jpg}	[]
H0014474	1815-09	H. begleitet erneut Friedrich Wilhelm III., bis dieser am 8.10. Paris verläßt.	{H0008129=Paris|H0008129}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0014475	1815-08-18	H. lernt den Geographen Heinrich Berghaus persönlich kennen.	{}	{}	[]
H0014476	1815-09-15	H. begleitet Friedrich Wilhelm III. beim Besuch des Ateliers des Bildhauers Jean-Antoine Houdon (1741–1828) in Paris.	{H0008129=Paris|H0008129}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0014477	1815-09	H. unterschreibt (wenn er lateinische Buchstaben benutzt): humboldt. Diese Art von Unterschrift ist belegt von September 1815 an bis zum 3.1.1822. Er ist aber nicht immer konsequent; so treten z. B. am 1.8.1820 beide Varianten (humboldt und Humboldt) auf; am 3.5.1816 und 3. 6.1818 unterzeichnete er: Humboldt.	{}	{}	[]
H0014478	1815-10-07	H. diniert mit Benjamin Constant.	{}	{}	[]
H0014479	1815-11-06	H., der sich für das Verbleiben von acht durch Napoleon I. aus dem Dom zu Aachen nach Paris gebrachten Säulen im Louvre einsetzt, wird im „Rheinischen Merkur“ beschuldigt, ihm habe „die Freundschaft der Franzosen mehr gegolten als die Ehre seines Volkes“.	{H0002298=Aachen|H0002298, H0008129=Paris|H0008129}	{H0000248=Napoleon I.|H0000248|https://upload.wikimedia.org/wikipedia/commons/b/b5/Jacques-Louis_David_-_The_Emperor_Napoleon_in_His_Study_at_the_Tuileries_-_Google_Art_Project_2.jpg}	[]
H0014480	1815-11-22	H. protestiert an diesem und am folgenden Tage energisch gegen die im „Rheinischen Merkur“ erhobenen Vorwürfe. H. wird durch Hardenberg der preußische Gesandtenposten in Paris angetragen; er lehnt ab.	{H0008129=Paris|H0008129}	{H0011658=Hardenberg|H0011658|https://upload.wikimedia.org/wikipedia/commons/9/9c/Hardenberg.jpg}	[]
H0014623	1794-01	H. ist 3 Wochen lang bettlägerig (Fieber).	{}	{}	[]
H0014624	1794-02-17	H. für 9 Tage im Goldkronacher Revier (Generalbefahrung).	{H0010878=Goldkronacher Revier|H0010878}	{}	[]
H0014625	1794-02-26	H. für 8 Tage im Kaulsdorfer Revier (Generalbefahrung).	{}	{}	[]
H0014626	1794-03-06	H. besucht bis zum 10.3. seinen Bruder Wilhelm in Jena.	{H0006574=Jena|H0006574}	{H0012068=Bruder|H0012068|https://upload.wikimedia.org/wikipedia/commons/a/af/WilhelmvonHumboldt.jpg}	[]
H0014627	1794-03-09	Goethe sucht H. in Jena auf.	{H0006574=Jena|H0006574}	{H0013530=Goethe|H0013530|https://upload.wikimedia.org/wikipedia/commons/0/0e/Goethe_%28Stieler_1828%29.jpg}	[]
H0014628	1794-03-13	H. verfasst in Steben ein Promemoria zur Umwandlung der freien Bergschule in eine staatliche Institution.	{}	{}	[]
H0014629	1794-03-16	H. für 9 Tage im Nailaer Revier (Generalbefahrung). Der preußische Offizier Reinhard von Haeften (nach Wegener, Willdenow und Freiesleben der vierte enge Freund H.s) besucht ihn bis zum 22.3. in Steben.	{H0001544=Nailaer Revier|H0001544}	{H0000264=Freiesleben|H0000264|https://upload.wikimedia.org/wikipedia/commons/f/f9/Johann_Carl_Freiesleben_1774-1846_%2801%29.JPG, H0006403=Karl Ludwig Willdenow|H0006403|https://upload.wikimedia.org/wikipedia/commons/9/91/Karl_Ludwig_Willdenow.jpg}	[]
H0014630	1794-03-26	H. hält sich für 6 Tage im Wunsiedler Revier auf (Generalbefahrung).	{H0007997=Wunsiedler Revier|H0007997}	{}	[]
H0014631	1794-04-02	H. erwähnt seinen Plan einer russisch-sibirischen Reise (Brief an Freiesleben, 2.4.1794).	{}	{H0000264=Freiesleben|H0000264|https://upload.wikimedia.org/wikipedia/commons/f/f9/Johann_Carl_Freiesleben_1774-1846_%2801%29.JPG}	[]
H0014632	1794-04-15	H. an diesem und am nächsten Tag wiederum in Jena.	{H0006574=Jena|H0006574}	{}	[]
H0014633	1794-05-08	H. bricht um den 8.5. von Berlin aus zu einer neuen bergmännisch-halurgischen Reise auf. Reiseroute: Berlin, Kolberg (12.5.), Thorn, Slonsk, Nessau (Nieszawa), Racionzek (Raciazek), Woluszewo, Ciechocinek, Lenczictz (Leczyca), Inowraclaw (Inowroclaw), Strzelno, Tremessen (Trzemeszno), Gnesen (Gniezno), Posen (Poznan), Glogau (Glogów), Prag, Eger, Bayreuth.	{H0000445=Kolberg|H0000445, H0005176=Bayreuth|H0005176, H0005221=Berlin|H0005221, H0008385=Posen|H0008385, H0008398=Prag|H0008398, H0010279=Slonsk|H0010279}	{}	[]
H0014634	1794-06-08	H. in Muggendorf.	{H0009032=Muggendorf|H0009032}	{}	[]
H0014635	1794-06-10	H. „seit wenigen Tagen“ in Goldkronach.	{H0010878=Goldkronach|H0010878}	{}	[]
H0014636	1794-06-13	H. wieder in Bayreuth.	{H0005176=Bayreuth|H0005176}	{}	[]
H0014637	1794-07-07	H. in Ansbach.	{H0002468=Ansbach|H0002468}	{}	[]
H0014638	1794-07-10	H. in Ansbach.	{H0002468=Ansbach|H0002468}	{}	[]
H0014639	1794-07-12	H. reist mit Hardenberg über Streitberg, Bayreuth, Ansbach (16.–19.7.) nach Frankfurt/Main.	{H0002468=Ansbach|H0002468, H0004798=Frankfurt/Main|H0004798, H0005176=Bayreuth|H0005176, H0010366=Streitberg|H0010366}	{H0011658=Hardenberg|H0011658|https://upload.wikimedia.org/wikipedia/commons/9/9c/Hardenberg.jpg}	[]
H0014640	1794-07-20	H. und Hardenberg treffen in Frankfurt/Main ein. H. folgt eine Zeitlang, teilweise in Begleitung Hardenbergs, mit diplomatischen Aufträgen dem Feldmarschall Wichard Joachim Heinrich Graf von Möllendorf, Oberbefehlshaber der preußischen Armee am Rhein, und berührt dabei u.a. Monzernheim, Dahlheim (5.8.), Nieder-Flörsheim (6.8.) und Koblenz.	{H0000438=Koblenz|H0000438, H0004798=Frankfurt/Main|H0004798, H0010465=Rhein|H0010465}	{H0011658=Hardenberg|H0011658|https://upload.wikimedia.org/wikipedia/commons/9/9c/Hardenberg.jpg, H0014275=Wichard Joachim Heinrich Graf von Möllendorf|H0014275|https://upload.wikimedia.org/wikipedia/commons/2/20/Wichard-von-moellendorf.jpg}	[]
H0014641	1794-08-01	H. in Cleve.	{H0007481=Cleve|H0007481}	{}	[]
H0014642	1794-08-08	H. in Frankfurt/Main.	{H0004798=Frankfurt/Main|H0004798}	{}	[]
H0014643	1794-08-17	H. reist nach Westfalen und den Niederlanden ab; er wird auf der Reise zeitweilig durch von Haeften begleitet, dessen Familienbesitz im Clevischen liegt.	{H0007951=Westfalen|H0007951}	{}	[]
H0014644	1794-08-30	H. in Erprath bei Xanten.	{H0005670=Erprath|H0005670}	{}	[]
H0014645	1794-09-10	H. im englischen Hauptquartier in Uden (Brabant).	{}	{}	[]
H0014646	1794-09-14	H. reist in die Grafschaft Altenkirchen ab.	{H0017275=Altenkirchen|H0017275}	{}	[]
H0014647	1794-09-19	H. in Altenkirchen. Er hält 14 Tage Generalbefahrung in der Grafschaft Sayn-Altenkirchen.	{}	{}	[]
H0014648	1794-10-10	H. an diesem und am folgenden Tage in Frankfurt/Main.	{H0004798=Frankfurt/Main|H0004798}	{}	[]
H0014649	1794-10-15	H. in Mainz.	{H0008587=Mainz|H0008587}	{}	[]
H0014650	1794-10-16	H. besucht das Hauptquartier des Feldmarschalls Graf Möllendorf in Wörrstadt.	{}	{H0014275=Wichard Joachim Heinrich Graf von Möllendorf|H0014275|https://upload.wikimedia.org/wikipedia/commons/2/20/Wichard-von-moellendorf.jpg}	[]
H0014651	1794-10-17	Rückkehr H.s von Mainz nach Frankfurt/Main.	{H0004798=Frankfurt/Main|H0004798, H0008587=Mainz|H0008587}	{}	[]
H0014652	1794-12	H. in der Eifel (am Laacher See).	{}	{}	[]
H0014653	1794-11-08	H. wieder in Bayreuth.	{H0005176=Bayreuth|H0005176}	{}	[]
H0014654	1794-11-12	H. bis 21.11. in Goldkronach (Generalbefahrung).	{H0010878=Goldkronach|H0010878}	{}	[]
H0014655	1794-11-21	H. in Bayreuth.	{H0005176=Bayreuth|H0005176}	{}	[]
H0014656	1794-12-10	H. in Steben. Er reist von dort zur Generalbefahrung nach Kaulsdorf und Lauenstein.	{}	{}	[]
H0014657	1794-12-14	H. weilt bis zum 19.12. zu Besuch in Jena. Zusammentreffen mit Goethe und Schiller. Am 20.12. will H. bis Kaulsdorf und Lauenstein, am 21.12. bis Steben reiten.	{H0006574=Jena|H0006574}	{H0013530=Goethe|H0013530|https://upload.wikimedia.org/wikipedia/commons/0/0e/Goethe_%28Stieler_1828%29.jpg}	[]
H0014658	1794-12-24	H. in Steben.	{}	{}	[]
H0015081	1791-04-26	H. nach Beendigung seiner Studien an der Hamburger Handelsakademie auf der Durchreise nach Berlin in Escheburg.	{H0005221=Berlin|H0005221}	{}	[]
H0015082	1791-05	H. setzt in Berlin seine botanischen Exkursionen mit Karl Ludwig Willdenow fort.	{H0005221=Berlin|H0005221}	{H0006403=Karl Ludwig Willdenow|H0006403|https://upload.wikimedia.org/wikipedia/commons/9/91/Karl_Ludwig_Willdenow.jpg}	[]
H0015083	1791-05-14	H. bittet um eine Anstellung im preußischen Bergdienst.	{}	{}	[]
H0015084	1791-06-03	H. reist von Berlin ab, um sich nach Freiberg in Sachsen an die dortige Bergakademie zu begeben. Aufenthalt in Dresden.	{H0004805=Freiberg|H0004805, H0005221=Berlin|H0005221, H0005565=Dresden|H0005565, H0009710=Sachsen|H0009710}	{}	[]
H0015085	1791-06-14	H. nimmt sein Studium an der Bergakademie in Freiberg (Sachsen) auf.	{H0009710=Sachsen|H0009710}	{}	[]
H0015086	1791-06-29	In Erfurt heiraten Caroline von Dacheröden und Wilhelm von Humboldt. H. reist deshalb am 24.6. nach Thüringen und verbindet die Reise auf Anraten seines Freiberger Lehrers, des Geologen Abraham Gottlob Werner, mit „geognostischen“ Beobachtungen um Naumburg, Bottendorf/Unstrut (Kupferflöze), Bretleben bei Artern, Bad Kösen und Sulza.	{H0005667=Erfurt|H0005667, H0009366=Thüringen|H0009366}	{H0006329=A. G. Werner|H0006329|https://upload.wikimedia.org/wikipedia/commons/f/f3/Abraham_Gottlob_Werner.jpg, H0012060=Caroline von Dacheröden|H0012060|https://upload.wikimedia.org/wikipedia/commons/e/ed/Carolina_von_Humboldt_mit_Gitarre.jpg, H0012068=Bruder|H0012068|https://upload.wikimedia.org/wikipedia/commons/a/af/WilhelmvonHumboldt.jpg}	[]
H0015087	1791-07-05	Befahrung der Grube „Neu-Beschert-Glück“ in Freiberg (Sachsen).	{H0004805=Freiberg|H0004805, H0009710=Sachsen|H0009710}	{}	[]
H0015088	1791-07-07	H. wird auf Vorschlag Karl Theodor Freiherr von Dalbergs außerordentliches Mitglied der „Churfürstlichen Mayntzischen Academie nützlicher Wissenschaften“ zu Erfurt.	{H0005667=Erfurt|H0005667}	{H0012116=Karl Theodor Freiherr von Dalbergs|H0012116|https://upload.wikimedia.org/wikipedia/commons/f/f3/KTDalberg.jpg}	[]
H0015089	1791-08-09	H. entdeckt bei einer Grubenbefahrung in Freiberg (in der „Radstube“) einen neuen Gang, der die Trivialbenennung „Humboldter Spat“ erhält.	{H0004805=Freiberg|H0004805}	{}	[]
H0015090	1791-08-20	H. unternimmt (nach dem 9.8.) eine Reise durch das Böhmische Mittelgebirge mit seinem Kommilitonen Johann Karl Freiesleben, mit dem er sich in Freiberg angefreundet hatte. Reiseroute: Freiberg, Frauenstein, Altenberg, Klostergrab, Teplitz/Teplice, Dux /Duchcov, Ossegg, Teplitz, Steinkohlenwerk Kutterschütz/Chuderice bei Bilin/Bílina (zeitweise begleitet sie der Biliner Arzt und Naturforscher Franz Ambros Reuß), Bilin (Flaschenfabrik), Hrobschitz/Hrobcice, Meronitz/Merunice (Granatgruben), Kamaikberg/Kamýk bei Wschechlapp/Vsechlapy, Schelkowitz, Granatenschenke (Granátka), Podseditz/ Podsedice (Granatenschleifereien), Koschow/Chozov, Berge bei Koschow und Werschowitz/Vrsovice, Laun (Erdbrände), an der Eger/Ohre entlang bis Koschtitz/Kostice, Hasenberg/Hazmburk bei Klappay /Klapý, zurück über Trebnitz/Trebnice, Tepley/Teplá, Watislaw/Vlatislav, Milleschau/Milesov, nach Teplitz/ Teplice. Über Zinnwald nach Freiberg (B: 25.8.).	{H0004805=Freiberg|H0004805, H0005241=Bilin|H0005241, H0009328=Teplice|H0009328}	{H0000264=Freiesleben|H0000264|https://upload.wikimedia.org/wikipedia/commons/f/f9/Johann_Carl_Freiesleben_1774-1846_%2801%29.JPG}	[]
H0015091	1791-11-25	Begegnung mit Leopold von Buch (1774–1853) in Freiberg.	{H0004805=Freiberg|H0004805}	{H0003735=Leopold von Buch|H0003735|https://upload.wikimedia.org/wikipedia/commons/7/75/Leopold_von_Buch%2C_Carl_Josef_Begas%2C_C_Fischer_%281850%29.jpg}	[]
H0015092	1791-11-27	H. reist nach Grünthal (wohl bei Olbernhau im Erzgbirge).	{}	{}	[]
H0015093	1791	Marie Elisabeth von Humboldt kauft das Gut Falkenberg bei Berlin von einem Oberstleutnant von Lochau. Nach dem Umbau der Dorfkirche läßt sie die sterblichen Überreste ihrer Ehemänner und einer Tochter aus erster Ehe in den im Kirchturm eingerichteten Begräbnisplatz überführen.	{H0005221=Berlin|H0005221}	{}	[]
H0015160	1836-01-01	An diesem und dem folgenden Tage weilt H. auf der Durchreise von Paris nach Berlin in Frankfurt/Main, wo er mit dem Forschungsreisenden Eduard Rüppell zusammentrifft. H. reist über Weimar (5.1.) und trifft am 9.1. oder kurz davor wieder in Berlin ein.	{H0004798=Frankfurt/Main|H0004798, H0005221=Berlin|H0005221, H0008129=Paris|H0008129}	{H0001143=Eduard Rüppell|H0001143|https://upload.wikimedia.org/wikipedia/commons/3/33/R%C3%BCppell_Eduard_1794-1844.png}	[]
H0015161	1836-02-06	Carl Ritter trägt in der Berliner Gesellschaft für Erdkunde Notizen H.s über die ältesten Karten von Amerika und den frühesten Gebrauch dieses Namens zur Bezeichnung jenes Erdteils vor.	{}	{H0000936=Carl Ritter|H0000936|https://upload.wikimedia.org/wikipedia/commons/a/ac/Carl_ritter.jpg}	[]
H0015162	1836-02-10	H. ist in Berlin bei der Beisetzung des am 6.2. verstorbenen Minralogen Friedrich Hoffmann (geb. 1797) anwesend.	{H0005221=Berlin|H0005221}	{}	[]
H0015163	1836-03-28	H. von 11–13.30 Uhr bei Karl August Varnhagen von Ense (1785–1858). Man bespricht u.a. die Vorrede zu Wilhelm von Humboldts Werk über die Sprachen.	{}	{H0002776=Varnhagen von Ense|H0002776|https://upload.wikimedia.org/wikipedia/commons/2/2c/Karl-Varnhagen-von-Ense-1839-Zeichnung-von-Samuel-Friedrich-Diez.jpg, H0012068=Bruder|H0012068|https://upload.wikimedia.org/wikipedia/commons/a/af/WilhelmvonHumboldt.jpg}	[]
H0015164	1836-04-23	H. gibt durch einen Brief an den Präsidenten der „Royal Society“ in London, dem Herzog von Sussex, den Anstoß zur weltweiten Einrichtung geomagnetischer Stationen.	{H0011492=London|H0011492}	{}	[]
H0015165	1836-05-11	H. ganz früh bei Varnhagen von Ense; bleibt 11/2 Stunden. Hauptgegenstand des Gesprächs ist der Besuch der französischen Prinzen (Ferdinand-Philippe d'Orléans (1810–1842), Louis d'Orléans, duc de Nemours (1814–1896), die Preußen besuchen werden.	{}	{H0000230=Ferdinand-Philippe d'Orléans|H0000230|https://upload.wikimedia.org/wikipedia/commons/e/e7/Prince_Ferdinand_Philippe%2C_Duke_of_Orl%C3%A9ans_by_Ingres%2C_1832.jpg, H0002776=Varnhagen von Ense|H0002776|https://upload.wikimedia.org/wikipedia/commons/2/2c/Karl-Varnhagen-von-Ense-1839-Zeichnung-von-Samuel-Friedrich-Diez.jpg, H0004942=Louis d'Orléans, duc de Nemours|H0004942|https://upload.wikimedia.org/wikipedia/commons/1/12/Prince_Louis_of_Orl%C3%A9ans%2C_Duke_of_Nemours_by_Winterhalter.jpg}	[]
H0015166	1836-05-15	Sonnenfinsternis; der Kronprinz und die in Berlin anwesenden französischen Prinzen wollen sie auf der Sternwarte beobachten. (Beleg: H. an Johann Franz Encke, 14.5.1836).	{H0005221=Berlin|H0005221}	{H0002178=König|H0002178|https://upload.wikimedia.org/wikipedia/commons/f/fd/FWIV.jpg, H0005930=Johann Franz Encke|H0005930|https://upload.wikimedia.org/wikipedia/commons/1/1d/Johann_Franz_Encke.jpg}	[]
H0015167	1836-05-25	H. bis zu diesem Tag in Potsdam beim König. Friedrich Wilhelm III. ist seit dem 5.5. in Potsdam, geht am 8.5. nach Berlin, am 23.5. nach Potsdam, am 25.5. nach Berlin.	{H0005221=Berlin|H0005221, H0008392=Potsdam|H0008392}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0015168	1836-05-26	H. besucht George Ticknor in Berlin. Gespräche über Ancillon und H.s Vorliebe für Paris.	{H0005221=Berlin|H0005221, H0008129=Paris|H0008129}	{H0003970=George Ticknors|H0003970|https://upload.wikimedia.org/wikipedia/commons/f/f7/George_Ticknor.jpg, H0012625=Ancillon|H0012625|https://upload.wikimedia.org/wikipedia/commons/e/e7/Jean_Pierre_Fr%C3%A9d%C3%A9ric_Ancillon%2C_Jentzen.jpg}	[]
H0015169	1836-05-27	H. holt um 11 Uhr mit seinem Wagen Ticknor ab, um ihm die Bau-Akademie und die naturwissenschaftliche Sammlung in der Berliner Universität zu zeigen. Zum Dinner sind H. und Ticknor bei dem englischen Gesandten Lord William Russel.	{}	{H0003970=George Ticknors|H0003970|https://upload.wikimedia.org/wikipedia/commons/f/f7/George_Ticknor.jpg}	[]
H0015170	1836-07-11	H. in Paretz. Der König geht am 10.7. nach Paretz und kehrt am 11.7. nachmittags nach Charlottenburg zurück.	{H0007341=Charlottenburg|H0007341, H0008113=Paretz|H0008113}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0015171	1836-07-20	H. in Teplitz (B: 16.7.). Er gebraucht zum ersten Mal in seinem Leben den Kissinger Brunnen. Reisedaten Friedrich Wilhelm III.: 14.7. Abreise, 15.7. 5 Uhr morgens Ankunft in Teplitz, 11.8. Abreise von Teplitz, 12.8. Ankunft in Potsdam.	{H0008392=Potsdam|H0008392, H0009328=Teplitz|H0009328}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0015172	1836-07-25	H. gibt an die Presse eine Aufforderung weiter, sich an den von Victor-Charles Lottin auf Island vom 10.–15.8. geplanten Messungen der magnetischen Variation durch korrespondierende Beobachtungen zu beteiligen.	{H0006739=Island|H0006739}	{}	[]
H0015173	1836-07	Der französische Botaniker Adolphe-Théodore Brongniart (1801–1876) weilt für einen Tag in Teplitz bei H.	{H0009328=Teplitz|H0009328}	{H0003679=Adolphe-Théodore Brongniart|H0003679|https://upload.wikimedia.org/wikipedia/commons/c/c5/Adolphe_Brongniart_1801-1876.jpg}	[]
H0015174	1836-08-02	Auf einem Ausflug von Teplitz reist H. mit Friedrich Wilhelm III. von Tetschen auf der Elbe nach Schandau. Am nächsten Tage fahren sie auf der Elbe von Schandau über Rathen zur Bastei. Am 4.8. speisen sie in Pillnitz und sind am Abend dieses Tages wieder in Schandau. Am 15.8. ist H. wieder in Berlin. Abreise des Königs von Teplitz am 11.8., am 12.8. in Potsdam, weiter nach Charlottenburg.	{H0005221=Berlin|H0005221, H0005607=Elbe|H0005607, H0007341=Charlottenburg|H0007341, H0008392=Potsdam|H0008392, H0009328=Teplitz|H0009328}	{H0002177=König|H0002177|https://upload.wikimedia.org/wikipedia/commons/7/76/Friedrich_Wilhelm_III.%2C_K%C3%B6nig_von_Preu%C3%9Fen_%28unbekannter_Maler%29.jpg}	[]
H0015175	1836-09-12	H. lädt Christian Daniel Rauch ein, mit ihm am 14.9. nach Tegel zu fahren.	{H0009286=Tegel|H0009286}	{H0000746=Christian Daniel Rauch|H0000746|https://upload.wikimedia.org/wikipedia/commons/d/d6/Christian_Daniel_Rauch_2.JPG}	[]
H0015176	1836-09-21	H. reist in der Nacht zum 22.9. nach Jena, um an der XIV. Versammlung der „Gesellschaft deutscher Naturforscher und Ärzte“ teilzunehmen. Er spricht am 23.9. über „die Verschiedenartigkeit des Naturgenusses und die wissenschaftliche Entwicklung der Weltgesetze“. Diesen Vortrag wiederholt er am 24.9. abends auf einem Empfang bei dem Universitätskurator Anton Freiherr von Ziegesar. Am gleichen Tage hat er zuvor Mitteilungen über verschiedene wissenschaftliche Fragen gemacht und Bilder des Malers Johann Moritz Rugendas vorgelegt. Am 25.9. besucht er den Philosophen Karl Hermann Scheidler. Am 26.9. hält H. einen weiteren Vortrag über „zwei Versuche, den Gipfel des Chimborazo zu erreichen“.	{H0006574=Jena|H0006574}	{H0001123=Johann Moritz Rugendas|H0001123|https://upload.wikimedia.org/wikipedia/commons/0/0f/Autorretratorugendas.jpg}	[]
